idx,user_id,transaction_date,transaction month,Time,product_category,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method,transaction_status,device_type,location
2547,USER_04436,23/02/2024,February,15:37:00,Insurance Premium,Max Life,7824.87,0.17,98.60,548.00,Debit Card,Successful,Android,Urban
2548,USER_08206,23/02/2024,February,15:47:00,Rent Payment,Airbnb,5586.34,36.86,49.90,938.00,Bank Transfer,Successful,Android,Urban
2549,USER_04463,23/02/2024,February,16:53:00,Gas Bill,Indraprastha Gas,8598.44,40.50,40.58,448.00,Wallet Balance,Successful,iOS,Rural
2550,USER_02782,23/02/2024,February,18:29:00,Water Bill,Delhi Jal Board,7669.43,25.44,36.33,529.00,Debit Card,Successful,Web,Urban
2551,USER_08728,23/02/2024,February,19:59:00,Streaming Service,Hotstar,6286.61,30.37,26.53,318.00,Debit Card,Successful,iOS,Urban
2552,USER_00752,23/02/2024,February,20:19:00,Gift Card,Lifestyle,8526.70,39.58,61.83,659.00,Debit Card,Successful,Web,Urban
2553,USER_05312,23/02/2024,February,21:42:00,Insurance Premium,ICICI Prudential,24.32,13.16,43.06,568.00,Credit Card,Successful,Android,Urban
2554,USER_09418,24/02/2024,February,02:48:00,Gaming Credits,Call of Duty Mobile,9396.25,11.56,27.53,688.00,Debit Card,Successful,Web,Urban
2555,USER_03648,24/02/2024,February,03:40:00,Food Delivery,Uber Eats,477.20,48.20,40.54,903.00,Wallet Balance,Successful,iOS,Urban
2556,USER_00740,24/02/2024,February,08:40:00,Online Shopping,Flipkart,1497.38,29.26,24.97,211.00,Bank Transfer,Successful,Android,Suburban
2557,USER_06169,24/02/2024,February,10:51:00,Electricity Bill,CESC,7750.90,8.11,14.83,231.00,UPI,Successful,Android,Urban
2558,USER_00973,24/02/2024,February,11:11:00,Rent Payment,Airbnb,73.87,21.61,8.60,626.00,Debit Card,Successful,Android,Urban
2559,USER_05893,24/02/2024,February,11:47:00,Taxi Fare,Rapido,1505.76,46.17,66.90,283.00,Credit Card,Successful,iOS,Urban
2560,USER_06782,24/02/2024,February,14:32:00,Hotel Booking,MakeMyTrip,6129.29,10.95,51.53,526.00,Bank Transfer,Successful,Android,Urban
2561,USER_03291,24/02/2024,February,16:59:00,Flight Booking,Cleartrip,829.44,14.19,17.69,380.00,Credit Card,Successful,Web,Urban
2562,USER_00974,24/02/2024,February,17:55:00,Mobile Recharge,Idea,6683.93,30.85,31.35,695.00,Credit Card,Successful,iOS,Urban
2563,USER_02503,24/02/2024,February,18:10:00,Gift Card,Flipkart,2541.25,29.82,94.93,25.00,UPI,Successful,Android,Rural
2564,USER_08962,24/02/2024,February,20:48:00,Water Bill,Chennai Metro Water,5577.55,20.43,80.43,181.00,Credit Card,Successful,iOS,Urban
2565,USER_04246,24/02/2024,February,21:17:00,Hotel Booking,OYO Rooms,8477.12,49.64,70.77,414.00,Debit Card,Successful,Android,Urban
2566,USER_02194,24/02/2024,February,23:02:00,Movie Ticket,SPI Cinemas,3667.57,3.03,80.56,344.00,Debit Card,Successful,Android,Urban
2567,USER_06672,24/02/2024,February,23:36:00,Streaming Service,ZEE5,3693.55,16.72,17.50,850.00,UPI,Successful,Android,Urban
2568,USER_01032,25/02/2024,February,00:27:00,Mobile Recharge,Idea,3504.53,9.52,55.97,164.00,Wallet Balance,Successful,iOS,Suburban
2569,USER_02396,25/02/2024,February,02:50:00,Flight Booking,Yatra,1101.57,10.53,95.77,673.00,Bank Transfer,Successful,Android,Urban
2570,USER_06679,25/02/2024,February,03:43:00,Movie Ticket,Cinepolis,3059.61,39.63,11.53,63.00,Wallet Balance,Pending,Android,Suburban
2571,USER_06591,25/02/2024,February,06:27:00,Bus Ticket,AbhiBus,8816.54,39.25,85.76,2.00,Debit Card,Successful,Web,Rural
2572,USER_01877,25/02/2024,February,07:14:00,Education Fee,Udemy,4451.36,20.52,84.27,512.00,Credit Card,Successful,Android,Urban
2573,USER_09014,25/02/2024,February,07:29:00,Flight Booking,EaseMyTrip,3884.29,45.13,27.53,19.00,Debit Card,Successful,Android,Rural
2574,USER_03277,25/02/2024,February,08:48:00,Taxi Fare,Jugnoo,6087.95,8.91,12.23,396.00,UPI,Successful,Android,Rural
2575,USER_07445,25/02/2024,February,09:34:00,Food Delivery,Domino's,6573.89,21.66,95.21,432.00,UPI,Successful,Android,Urban
2576,USER_03604,25/02/2024,February,09:41:00,Online Shopping,Flipkart,4687.88,3.28,49.31,621.00,Bank Transfer,Successful,iOS,Urban
2577,USER_05901,25/02/2024,February,12:14:00,Streaming Service,ZEE5,3810.84,46.09,43.53,282.00,Bank Transfer,Successful,Android,Urban
2578,USER_06410,25/02/2024,February,13:18:00,Insurance Premium,Max Life,6266.30,3.42,9.13,557.00,UPI,Successful,iOS,Suburban
2579,USER_08153,25/02/2024,February,13:34:00,Taxi Fare,Ola,761.63,8.67,31.65,310.00,Credit Card,Successful,Android,Suburban
2580,USER_01237,25/02/2024,February,16:05:00,Gaming Credits,Minecraft,441.24,14.50,22.24,173.00,Credit Card,Successful,Android,Suburban
2581,USER_00161,25/02/2024,February,17:25:00,Rent Payment,Housing.com,6479.56,41.07,37.74,844.00,Credit Card,Failed,Android,Urban
2582,USER_02501,25/02/2024,February,18:09:00,Gaming Credits,Free Fire,7651.74,40.36,88.08,404.00,UPI,Successful,Android,Suburban
2583,USER_01847,25/02/2024,February,19:24:00,Electricity Bill,Reliance Energy,4516.89,30.79,96.10,92.00,UPI,Successful,Android,Urban
2584,USER_03625,25/02/2024,February,19:34:00,Movie Ticket,Cinepolis,8032.16,14.44,18.43,505.00,Credit Card,Pending,iOS,Urban
2585,USER_08952,25/02/2024,February,19:48:00,Internet Bill,Airtel Broadband,560.96,20.78,11.04,65.00,Credit Card,Successful,iOS,Urban
2586,USER_00950,25/02/2024,February,20:28:00,Hotel Booking,Fab Hotels,5773.34,49.91,43.33,192.00,Credit Card,Successful,Web,Urban
2587,USER_07284,25/02/2024,February,20:40:00,Bus Ticket,RedBus,1586.88,15.06,4.13,418.00,Wallet Balance,Successful,Web,Urban
2588,USER_00815,25/02/2024,February,22:10:00,Electricity Bill,Reliance Energy,9904.67,9.14,15.73,929.00,Bank Transfer,Successful,Android,Urban
2589,USER_01150,26/02/2024,February,00:01:00,Internet Bill,Hathway,75.86,49.11,75.53,577.00,Wallet Balance,Pending,Web,Urban
2590,USER_08668,26/02/2024,February,04:30:00,Water Bill,Hyderabad Water Board,3567.62,35.62,91.61,198.00,UPI,Successful,iOS,Suburban
2591,USER_06277,26/02/2024,February,04:32:00,Water Bill,Mumbai Water,4884.92,20.39,27.96,637.00,Bank Transfer,Pending,Android,Suburban
2592,USER_06794,26/02/2024,February,07:35:00,Flight Booking,MakeMyTrip,5306.20,36.18,84.68,736.00,Debit Card,Successful,Web,Urban
2593,USER_07467,26/02/2024,February,08:02:00,Gas Bill,Mahanagar Gas,695.52,38.29,1.71,728.00,Debit Card,Successful,Android,Urban
2594,USER_06996,26/02/2024,February,10:41:00,Education Fee,Vedantu,4443.45,9.84,98.93,601.00,Wallet Balance,Successful,iOS,Urban
2595,USER_05736,26/02/2024,February,10:46:00,Education Fee,Vedantu,8565.70,49.67,45.36,365.00,Debit Card,Successful,Android,Urban
2596,USER_09709,26/02/2024,February,11:04:00,Food Delivery,Zomato,1153.06,3.34,49.02,355.00,Bank Transfer,Successful,iOS,Urban
2597,USER_09393,26/02/2024,February,13:37:00,Streaming Service,Hotstar,3500.35,13.56,45.48,434.00,UPI,Successful,iOS,Urban
2598,USER_09583,26/02/2024,February,15:56:00,Hotel Booking,Airbnb,2493.66,46.52,50.52,658.00,Credit Card,Successful,iOS,Urban
2599,USER_06383,26/02/2024,February,16:20:00,Online Shopping,Myntra,5894.49,10.26,67.83,85.00,Bank Transfer,Failed,iOS,Urban
2600,USER_02135,26/02/2024,February,16:56:00,Internet Bill,Jio Fiber,7773.66,0.93,57.43,55.00,Credit Card,Successful,Android,Urban
2601,USER_04225,26/02/2024,February,20:45:00,Online Shopping,Snapdeal,6711.26,0.33,40.05,410.00,Wallet Balance,Successful,Android,Urban
2602,USER_08767,26/02/2024,February,21:58:00,Food Delivery,Uber Eats,9943.05,10.19,39.97,909.00,Debit Card,Successful,iOS,Urban
2603,USER_07931,27/02/2024,February,02:12:00,Rent Payment,OYO Life,8259.99,20.52,70.84,221.00,Debit Card,Successful,Android,Urban
2604,USER_05889,27/02/2024,February,07:17:00,Electricity Bill,Tata Power,1889.51,31.79,96.09,375.00,Credit Card,Successful,Android,Urban
2605,USER_03458,27/02/2024,February,11:16:00,Insurance Premium,ICICI Prudential,4994.95,43.82,62.51,154.00,Debit Card,Successful,iOS,Urban
2606,USER_01799,27/02/2024,February,13:29:00,Hotel Booking,Fab Hotels,6336.94,46.66,67.56,592.00,Debit Card,Successful,iOS,Rural
2607,USER_05304,27/02/2024,February,14:44:00,Gaming Credits,Free Fire,7161.04,26.64,67.81,760.00,UPI,Successful,Android,Suburban
2608,USER_09216,27/02/2024,February,16:28:00,Streaming Service,Netflix,5014.61,35.74,41.46,105.00,Bank Transfer,Successful,Android,Urban
2609,USER_03949,27/02/2024,February,19:48:00,Bus Ticket,RedBus,3245.48,29.84,92.74,151.00,Wallet Balance,Successful,Android,Suburban
2610,USER_03132,27/02/2024,February,20:32:00,Streaming Service,Amazon Prime,5477.45,25.95,70.14,478.00,Credit Card,Successful,Android,Urban
2611,USER_04232,27/02/2024,February,22:42:00,Gaming Credits,Free Fire,3505.62,39.37,86.87,151.00,Debit Card,Successful,Android,Rural
2612,USER_06834,27/02/2024,February,22:56:00,Online Shopping,Flipkart,3103.61,5.83,17.69,444.00,UPI,Successful,Android,Suburban
2613,USER_02926,28/02/2024,February,03:19:00,Loan Repayment,Bajaj Finserv,8520.79,30.75,79.37,808.00,Credit Card,Failed,iOS,Suburban
2614,USER_07447,28/02/2024,February,04:27:00,Water Bill,Mumbai Water,9731.58,9.63,89.65,224.00,Debit Card,Successful,Android,Rural
2615,USER_07796,28/02/2024,February,06:15:00,Gift Card,Amazon Pay,2486.15,25.33,44.38,5.00,UPI,Successful,Android,Rural
2616,USER_06209,28/02/2024,February,06:48:00,Electricity Bill,Tata Power,6115.52,19.79,16.81,965.00,Bank Transfer,Successful,Android,Urban
2617,USER_06538,28/02/2024,February,06:58:00,Grocery Shopping,Grofers,1401.67,32.76,68.15,263.00,Debit Card,Successful,iOS,Suburban
2618,USER_08727,28/02/2024,February,09:45:00,Hotel Booking,Fab Hotels,9317.54,24.39,68.68,135.00,UPI,Successful,Android,Urban
2619,USER_01523,28/02/2024,February,09:55:00,Education Fee,Vedantu,6837.89,39.61,50.34,119.00,Bank Transfer,Successful,Android,Rural
2620,USER_05013,28/02/2024,February,15:16:00,Movie Ticket,PVR Cinemas,227.19,49.76,90.65,822.00,Bank Transfer,Pending,Android,Urban
2621,USER_07355,28/02/2024,February,19:20:00,Insurance Premium,HDFC Life,1956.09,3.33,68.22,480.00,Debit Card,Successful,Android,Urban
2622,USER_06587,28/02/2024,February,19:29:00,Food Delivery,Foodpanda,9207.92,1.46,42.41,853.00,Bank Transfer,Successful,iOS,Urban
2623,USER_00202,28/02/2024,February,19:45:00,Electricity Bill,Tata Power,1527.35,39.01,48.25,260.00,UPI,Successful,Android,Urban
2624,USER_00379,28/02/2024,February,22:11:00,Mobile Recharge,Idea,8369.01,35.97,27.46,277.00,Credit Card,Successful,Web,Urban
2625,USER_05621,28/02/2024,February,22:14:00,Bus Ticket,Goibibo,651.02,11.21,96.61,630.00,Wallet Balance,Successful,Android,Suburban
2626,USER_09623,29/02/2024,February,09:34:00,Electricity Bill,MSEDCL,56.44,35.46,15.64,116.00,Debit Card,Successful,Android,Urban
2627,USER_03469,29/02/2024,February,10:10:00,Gift Card,Flipkart,7947.11,37.09,98.48,543.00,Bank Transfer,Successful,iOS,Rural
2628,USER_04047,29/02/2024,February,13:12:00,Hotel Booking,Fab Hotels,2435.55,9.96,7.45,614.00,Bank Transfer,Successful,Android,Suburban
2629,USER_08485,29/02/2024,February,16:37:00,Hotel Booking,Treebo,1842.44,38.69,22.38,553.00,Credit Card,Successful,Android,Urban
2630,USER_09144,29/02/2024,February,17:38:00,Streaming Service,SonyLIV,2013.36,42.28,11.63,228.00,Credit Card,Successful,Web,Suburban
2631,USER_05885,29/02/2024,February,18:09:00,Rent Payment,Housing.com,4921.69,45.75,4.26,235.00,Debit Card,Successful,Android,Urban
2632,USER_06323,29/02/2024,February,20:37:00,Grocery Shopping,Nature's Basket,5146.56,40.35,47.28,400.00,Wallet Balance,Successful,Android,Urban
2633,USER_01165,29/02/2024,February,23:01:00,Food Delivery,Zomato,5223.30,48.71,92.19,208.00,UPI,Successful,Android,Urban
2634,USER_09180,01/03/2024,March,01:04:00,Mobile Recharge,Airtel,4495.57,19.35,55.92,99.00,Credit Card,Successful,iOS,Rural
2635,USER_06069,01/03/2024,March,01:09:00,Electricity Bill,Tata Power,2715.68,46.03,13.48,879.00,Credit Card,Successful,iOS,Suburban
2636,USER_05201,01/03/2024,March,01:29:00,Water Bill,Delhi Jal Board,5403.71,30.07,97.65,993.00,Bank Transfer,Successful,Web,Urban
2637,USER_00566,01/03/2024,March,01:44:00,Gift Card,Pantaloons,1964.85,15.20,84.35,965.00,Debit Card,Successful,iOS,Urban
2638,USER_06078,01/03/2024,March,03:34:00,Loan Repayment,Bajaj Finserv,1057.21,22.26,3.35,700.00,UPI,Successful,Android,Urban
2639,USER_04829,01/03/2024,March,04:18:00,Online Shopping,Amazon,8211.90,48.06,27.48,217.00,Wallet Balance,Successful,Web,Rural
2640,USER_09787,01/03/2024,March,06:28:00,Loan Repayment,SBI,7033.60,44.62,70.15,747.00,Wallet Balance,Successful,Android,Suburban
2641,USER_01540,01/03/2024,March,06:57:00,Grocery Shopping,Flipkart Supermart,3532.64,34.39,40.31,184.00,Wallet Balance,Successful,Android,Urban
2642,USER_00253,01/03/2024,March,09:08:00,Gas Bill,Gujarat Gas,5682.54,20.48,4.25,122.00,Bank Transfer,Successful,iOS,Suburban
2643,USER_04976,01/03/2024,March,09:23:00,Education Fee,Vedantu,2261.03,13.48,90.27,73.00,Debit Card,Successful,Android,Urban
2644,USER_09060,01/03/2024,March,11:34:00,Gift Card,Flipkart,7309.33,45.90,75.41,341.00,Debit Card,Successful,Android,Suburban
2645,USER_06074,01/03/2024,March,11:46:00,Internet Bill,Hathway,8677.17,16.38,70.98,313.00,Debit Card,Successful,Android,Urban
2646,USER_08594,01/03/2024,March,12:14:00,Gift Card,Flipkart,7489.75,14.03,43.28,43.00,Bank Transfer,Successful,iOS,Urban
2647,USER_00320,01/03/2024,March,14:13:00,Bus Ticket,AbhiBus,7327.32,29.74,11.22,141.00,Wallet Balance,Successful,Android,Urban
2648,USER_05530,01/03/2024,March,14:41:00,Rent Payment,OYO Life,4895.06,14.79,44.96,235.00,Bank Transfer,Successful,iOS,Urban
2649,USER_09089,01/03/2024,March,15:52:00,Taxi Fare,Jugnoo,7211.04,45.91,13.43,553.00,Credit Card,Successful,Android,Suburban
2650,USER_09984,01/03/2024,March,20:09:00,Online Shopping,Amazon,6454.61,39.31,72.79,739.00,Bank Transfer,Successful,Android,Urban
2651,USER_06545,01/03/2024,March,21:33:00,Insurance Premium,HDFC Life,3107.16,0.99,65.43,556.00,Bank Transfer,Successful,Android,Urban
2652,USER_09239,02/03/2024,March,00:49:00,Hotel Booking,OYO Rooms,5402.35,43.07,25.40,869.00,Bank Transfer,Successful,iOS,Urban
2653,USER_08412,02/03/2024,March,03:47:00,Rent Payment,Airbnb,2630.86,31.12,6.24,571.00,Credit Card,Successful,Android,Urban
2654,USER_07542,02/03/2024,March,06:08:00,Internet Bill,Jio Fiber,42.90,23.56,99.96,354.00,UPI,Successful,Android,Urban
2655,USER_00115,02/03/2024,March,09:51:00,Movie Ticket,SPI Cinemas,3538.34,0.97,80.68,644.00,UPI,Successful,Android,Urban
2656,USER_06498,02/03/2024,March,10:28:00,Flight Booking,Ixigo,570.81,48.63,78.47,307.00,Debit Card,Successful,iOS,Urban
2657,USER_01559,02/03/2024,March,12:08:00,Taxi Fare,Ola,836.56,45.38,35.71,480.00,Wallet Balance,Successful,Android,Suburban
2658,USER_01400,02/03/2024,March,14:02:00,Gas Bill,Indraprastha Gas,1831.64,38.00,0.43,578.00,Credit Card,Successful,Android,Rural
2659,USER_01543,02/03/2024,March,16:51:00,Electricity Bill,Tata Power,1208.93,29.26,40.92,312.00,Debit Card,Successful,iOS,Suburban
2660,USER_05405,02/03/2024,March,17:15:00,Movie Ticket,Carnival Cinemas,3129.60,41.10,88.69,600.00,Wallet Balance,Successful,iOS,Rural
2661,USER_03601,02/03/2024,March,21:15:00,Water Bill,Hyderabad Water Board,6933.82,7.83,93.04,858.00,Wallet Balance,Successful,Android,Urban
2662,USER_03023,02/03/2024,March,22:37:00,Taxi Fare,Rapido,3562.78,31.44,64.37,231.00,Debit Card,Failed,Android,Urban
2663,USER_05424,03/03/2024,March,03:27:00,Mobile Recharge,BSNL,1663.96,18.68,80.37,377.00,Bank Transfer,Successful,Android,Urban
2664,USER_03062,03/03/2024,March,05:25:00,Rent Payment,OYO Life,9950.54,1.31,97.05,818.00,Credit Card,Successful,Android,Suburban
2665,USER_06547,03/03/2024,March,08:43:00,Movie Ticket,Carnival Cinemas,2110.45,8.59,37.96,683.00,Debit Card,Successful,Android,Rural
2666,USER_00750,03/03/2024,March,10:36:00,Bus Ticket,Paytm Bus,1276.29,23.62,15.90,233.00,Wallet Balance,Successful,Web,Urban
2667,USER_07954,03/03/2024,March,11:22:00,Bus Ticket,Paytm Bus,6619.43,15.21,80.62,122.00,Credit Card,Successful,Android,Urban
2668,USER_06402,03/03/2024,March,13:10:00,Education Fee,Unacademy,7919.26,42.02,91.10,521.00,Debit Card,Successful,Android,Suburban
2669,USER_07056,03/03/2024,March,14:58:00,Electricity Bill,CESC,5519.81,16.55,67.07,733.00,Debit Card,Successful,Android,Urban
2670,USER_04487,03/03/2024,March,15:37:00,Gift Card,Amazon Pay,5989.86,44.59,16.94,626.00,Debit Card,Successful,iOS,Urban
2671,USER_02764,03/03/2024,March,16:24:00,Loan Repayment,Axis Bank,86.53,21.44,3.23,916.00,Bank Transfer,Successful,Android,Urban
2672,USER_04426,03/03/2024,March,18:27:00,Electricity Bill,MSEDCL,3871.23,16.31,88.69,743.00,Wallet Balance,Successful,Android,Urban
2673,USER_05440,03/03/2024,March,18:49:00,Grocery Shopping,Flipkart Supermart,2936.18,19.48,59.17,205.00,Credit Card,Successful,Android,Rural
2674,USER_05528,03/03/2024,March,21:45:00,Food Delivery,Domino's,2655.09,38.58,89.75,177.00,UPI,Successful,iOS,Suburban
2675,USER_06365,04/03/2024,March,00:37:00,Mobile Recharge,Jio,9874.69,43.58,22.22,320.00,Debit Card,Successful,Android,Urban
2676,USER_03775,04/03/2024,March,01:47:00,Flight Booking,Cleartrip,3899.42,35.58,99.23,304.00,UPI,Successful,Android,Suburban
2677,USER_04631,04/03/2024,March,02:16:00,Food Delivery,Uber Eats,3151.88,40.66,28.29,322.00,Bank Transfer,Successful,Web,Suburban
2678,USER_03502,04/03/2024,March,02:32:00,Education Fee,Udemy,5286.20,33.72,73.08,71.00,Debit Card,Successful,Android,Urban
2679,USER_00086,04/03/2024,March,04:09:00,Grocery Shopping,Amazon Pantry,7305.75,35.25,64.55,201.00,Bank Transfer,Successful,Android,Urban
2680,USER_03238,04/03/2024,March,04:40:00,Gaming Credits,PUBG Mobile,5914.57,0.95,1.24,37.00,Wallet Balance,Successful,Android,Urban
2681,USER_05634,04/03/2024,March,05:59:00,Electricity Bill,CESC,9534.49,21.45,78.61,319.00,Bank Transfer,Successful,Android,Urban
2682,USER_09011,04/03/2024,March,06:55:00,Electricity Bill,CESC,7889.21,42.36,58.79,57.00,Wallet Balance,Successful,Android,Urban
2683,USER_04014,04/03/2024,March,07:04:00,Electricity Bill,MSEDCL,3648.04,3.92,64.50,674.00,Bank Transfer,Successful,iOS,Suburban
2684,USER_03928,04/03/2024,March,11:10:00,Gift Card,Pantaloons,4480.53,18.37,11.64,63.00,Credit Card,Successful,iOS,Urban
2685,USER_03512,04/03/2024,March,12:31:00,Food Delivery,Domino's,6610.90,41.48,77.39,843.00,Debit Card,Successful,Android,Urban
2686,USER_04855,04/03/2024,March,13:40:00,Hotel Booking,MakeMyTrip,5290.79,13.22,58.40,432.00,Wallet Balance,Successful,iOS,Suburban
2687,USER_01444,04/03/2024,March,16:03:00,Insurance Premium,LIC,5730.81,35.26,99.13,861.00,Bank Transfer,Successful,iOS,Urban
2688,USER_03583,04/03/2024,March,18:06:00,Gaming Credits,Call of Duty Mobile,8192.13,1.29,34.21,768.00,Wallet Balance,Successful,iOS,Urban
2689,USER_09526,04/03/2024,March,23:50:00,Taxi Fare,Rapido,4365.33,36.49,95.39,645.00,UPI,Successful,Android,Rural
2690,USER_02678,05/03/2024,March,00:12:00,Grocery Shopping,BigBasket,905.17,27.29,64.56,827.00,Bank Transfer,Successful,Web,Suburban
2691,USER_04330,05/03/2024,March,00:13:00,Streaming Service,ZEE5,7713.76,29.88,81.92,982.00,Bank Transfer,Successful,Android,Urban
2692,USER_08559,05/03/2024,March,01:07:00,Rent Payment,Nestaway,2555.63,26.09,84.72,894.00,Wallet Balance,Successful,iOS,Suburban
2693,USER_01206,05/03/2024,March,01:38:00,Education Fee,BYJU'S,28.28,44.99,81.73,123.00,Credit Card,Successful,Android,Urban
2694,USER_09660,05/03/2024,March,03:56:00,Loan Repayment,Bajaj Finserv,2007.04,27.14,46.35,114.00,Bank Transfer,Successful,Android,Urban
2695,USER_00170,05/03/2024,March,04:35:00,Streaming Service,Netflix,5057.05,43.68,47.01,667.00,UPI,Successful,iOS,Urban
2696,USER_08574,05/03/2024,March,07:42:00,Rent Payment,Nestaway,6610.80,29.18,99.24,823.00,UPI,Failed,iOS,Urban
2697,USER_06775,05/03/2024,March,07:45:00,Education Fee,Unacademy,1964.52,5.81,26.68,638.00,Debit Card,Successful,Android,Urban
2698,USER_06377,05/03/2024,March,08:51:00,Electricity Bill,CESC,2684.43,48.73,11.58,112.00,Debit Card,Successful,Android,Suburban
2699,USER_09328,05/03/2024,March,13:06:00,Gas Bill,Mahanagar Gas,1595.44,35.77,54.49,440.00,Debit Card,Successful,Web,Urban
2700,USER_05130,05/03/2024,March,14:00:00,Gas Bill,Bharat Gas,1155.24,14.63,65.27,579.00,Credit Card,Successful,Android,Urban
2701,USER_01242,05/03/2024,March,15:39:00,Insurance Premium,Max Life,2971.50,3.90,67.53,816.00,Wallet Balance,Failed,Android,Urban
2702,USER_05819,05/03/2024,March,15:46:00,Taxi Fare,Jugnoo,6765.71,46.44,86.99,922.00,Wallet Balance,Successful,Android,Urban
2703,USER_03668,05/03/2024,March,16:31:00,Flight Booking,Cleartrip,7970.15,29.39,96.35,425.00,Bank Transfer,Successful,Android,Urban
2704,USER_09271,05/03/2024,March,16:59:00,Movie Ticket,Carnival Cinemas,3339.98,18.81,8.04,722.00,Wallet Balance,Successful,Android,Urban
2705,USER_02356,05/03/2024,March,17:35:00,Food Delivery,Uber Eats,1428.50,44.47,59.78,116.00,Bank Transfer,Successful,Android,Suburban
2706,USER_06000,05/03/2024,March,18:23:00,Insurance Premium,ICICI Prudential,3818.54,48.12,36.86,481.00,Bank Transfer,Successful,Android,Suburban
2707,USER_06623,05/03/2024,March,20:33:00,Electricity Bill,BSES,114.58,0.63,20.40,879.00,Wallet Balance,Pending,Android,Suburban
2708,USER_00744,05/03/2024,March,22:31:00,Gaming Credits,Minecraft,5741.06,45.63,1.43,570.00,Bank Transfer,Successful,iOS,Urban
2709,USER_02289,05/03/2024,March,23:21:00,Bus Ticket,Goibibo,5913.64,29.82,93.39,875.00,Bank Transfer,Successful,Android,Urban
2710,USER_08649,05/03/2024,March,23:43:00,Internet Bill,BSNL Broadband,4375.60,37.57,4.88,666.00,Debit Card,Successful,Android,Suburban
2711,USER_03643,05/03/2024,March,23:54:00,Streaming Service,ZEE5,6580.66,32.74,90.78,539.00,UPI,Successful,iOS,Suburban
2712,USER_05091,06/03/2024,March,00:39:00,Movie Ticket,SPI Cinemas,424.50,8.05,9.29,830.00,Credit Card,Successful,Web,Urban
2713,USER_00132,06/03/2024,March,01:04:00,Education Fee,Udemy,8047.29,41.18,89.89,474.00,Wallet Balance,Successful,iOS,Urban
2714,USER_00296,06/03/2024,March,07:39:00,Hotel Booking,MakeMyTrip,2625.20,24.20,3.65,284.00,UPI,Successful,Web,Urban
2715,USER_01402,06/03/2024,March,09:12:00,Flight Booking,Ixigo,2166.42,14.81,8.74,607.00,Bank Transfer,Successful,Android,Urban
2716,USER_06302,06/03/2024,March,11:01:00,Movie Ticket,SPI Cinemas,8365.60,42.49,85.03,347.00,UPI,Successful,Android,Urban
2717,USER_03079,06/03/2024,March,12:02:00,Online Shopping,Amazon,9269.83,23.92,26.14,144.00,Bank Transfer,Successful,Android,Urban
2718,USER_02675,06/03/2024,March,12:12:00,Education Fee,Udemy,2543.58,37.47,39.05,804.00,Credit Card,Successful,Android,Urban
2719,USER_06002,06/03/2024,March,17:31:00,Bus Ticket,MakeMyTrip Bus,3639.69,29.84,70.97,904.00,Wallet Balance,Successful,iOS,Urban
2720,USER_02815,06/03/2024,March,17:56:00,Education Fee,BYJU'S,6255.35,11.47,18.36,925.00,Debit Card,Successful,Android,Rural
2721,USER_07690,06/03/2024,March,19:10:00,Bus Ticket,MakeMyTrip Bus,8858.35,22.12,78.74,64.00,Bank Transfer,Successful,iOS,Suburban
2722,USER_00136,06/03/2024,March,23:35:00,Bus Ticket,AbhiBus,5234.69,13.60,78.38,817.00,Wallet Balance,Successful,iOS,Urban
2723,USER_03038,07/03/2024,March,05:40:00,Education Fee,BYJU'S,1401.70,32.35,77.06,170.00,Credit Card,Successful,iOS,Urban
2724,USER_03037,07/03/2024,March,07:04:00,Food Delivery,Swiggy,8763.32,6.79,42.19,323.00,UPI,Successful,Android,Urban
2725,USER_05589,07/03/2024,March,07:19:00,Insurance Premium,SBI Life,1597.69,25.80,48.67,521.00,UPI,Successful,iOS,Urban
2726,USER_03864,07/03/2024,March,14:30:00,Insurance Premium,ICICI Prudential,2143.49,4.28,18.17,338.00,Bank Transfer,Successful,Android,Rural
2727,USER_00871,07/03/2024,March,15:14:00,Loan Repayment,HDFC Bank,8671.27,33.96,93.26,419.00,Bank Transfer,Successful,Android,Suburban
2728,USER_08084,07/03/2024,March,18:25:00,Electricity Bill,BSES,2955.61,15.46,63.57,442.00,UPI,Successful,Android,Suburban
2729,USER_04118,07/03/2024,March,19:24:00,Water Bill,Bangalore Water Supply,1909.36,28.74,90.62,647.00,UPI,Successful,iOS,Urban
2730,USER_08454,07/03/2024,March,20:00:00,Flight Booking,EaseMyTrip,7435.35,31.70,52.83,397.00,Credit Card,Successful,Android,Urban
2731,USER_06125,07/03/2024,March,21:28:00,Mobile Recharge,Idea,2459.74,28.72,56.49,546.00,Debit Card,Successful,iOS,Suburban
2732,USER_01218,07/03/2024,March,21:32:00,Flight Booking,Ixigo,5199.28,36.48,64.27,301.00,Wallet Balance,Successful,iOS,Suburban
2733,USER_01239,07/03/2024,March,23:20:00,Streaming Service,Hotstar,8770.15,39.66,45.01,832.00,Credit Card,Successful,Android,Urban
2734,USER_04368,08/03/2024,March,03:07:00,Grocery Shopping,Nature's Basket,7107.54,7.11,2.31,329.00,UPI,Successful,iOS,Urban
2735,USER_01904,08/03/2024,March,04:24:00,Movie Ticket,SPI Cinemas,3502.52,34.96,4.40,649.00,Debit Card,Successful,iOS,Suburban
2736,USER_01746,08/03/2024,March,05:53:00,Movie Ticket,Cinepolis,6185.16,14.62,12.06,777.00,Bank Transfer,Successful,Android,Urban
